ID,BSW14,CDT8,CG1,CM10561,CM10562,CM10563,CM11764,CM12785,CM12786,CM15246,CM16483,CM16495,CM21,CM2748,CM2794,CM2822,CM2980,CM2988,CM2991,CM3542,CM3543,CM3642,CM3643,CM3644,CM3651,CM3652,CM3660,CM3661,CM3662,CM3663,CM3713,CM3792,CM3793,CM3795,CM3877,CM6523,CM6539,CM6540,CM6541,CM6565,CM674,CM675,CM860,CM861,CM862,CM933,CM952,CM966,CM967,EA2,G13,G23,G27,G34,G41,J10471,J11098,J11443,J13235,J13244,J15870,J15888,J16158,J16458,J16535,J16543,J17400,J17401,J17402,J17403,J17406,J17407,J17410,J20265,J3716,J3810,J5030,J7727,JM100,JM108,JM11445,JM134,JM1420,JM14415,JM14417,JM14447,JM14448,JM14452,JM145,JM146,JM149,JM15025,JM15026,JM151,JM152,JM153,JM154,JM15445,JM155,JM156,JM157,JM158,JM1596,JM1597,JM1598,JM1600,JM1601,JM163,JM165,JM166,JM167,JM168,JM170,JM18590,JM187,JM188,JM1912,JM1913,JM19746,JM19749,JM19750,JM19751,JM19756,JM19758,JM200,JM205,JM20761,JM210,JM21268,JM21269,JM21271,JM213,JM21357,JM21530,JM21536,JM2205,JM24,JM2935,JM37,JM3944,JM4432,JM47,JM86,JM88,JM89,JM91,JM92,JM93,JM95,JM96,JM97,JM99
Z SUR L Frontal-Parietal (23) 14,-20.01201324,-20.52807312,-19.8611908,-15.59771881,-16.35474854,-16.78457489,-16.11307678,-15.74817657,-10.58126831,-16.20967102,-12.0613327,-16.19838257,-15.82807465,-11.58050003,-10.98650589,-15.31082306,-15.09748688,-15.04448395,-17.6783493,-15.18238831,-16.69696655,-14.0569519,-14.86381226,-15.75222473,-15.13276367,-15.36231384,-11.75500183,-16.0116806,-15.61923065,-12.43780823,-15.49116058,,-20.55610199,-8.932378387,-16.76669006,-11.69992371,-16.87041779,-15.5638916,-14.64356384,-17.45448914,,,-15.83632355,-15.83265686,,,-11.79269485,,,-20.96837463,-20.11755981,-19.73105469,-19.89244385,-19.82415924,-19.51644592,-6.49997406,-14.20099335,-8.064347839,-13.04695129,-15.43015747,-13.64299622,-15.44246063,-20.02416077,-8.053985596,-14.65186462,-14.04423828,-18.91016998,-13.53004303,-18.59849854,-14.35568848,-18.53031311,-27.29248657,-7.465515137,-13.4392807,-21.47657776,-21.27469788,-18.84616547,-19.1491806,-8.69175415,-12.42257919,-8.012445831,-14.27093048,-13.26207886,-14.34781342,-14.46782532,-18.58274231,-19.37271881,-19.12465668,-9.433804321,-19.9078476,-14.15742645,-23.60865936,-20.22667847,-8.236469269,-8.388936615,-14.28529205,-10.97546768,-19.09270172,-15.12754822,-13.79447021,-14.41463928,-13.99884949,-15.06150513,-9.104328156,-6.742238617,-6.085423279,-20.51171265,-18.25059052,-14.3342926,-14.53442688,-15.11065979,-13.69174042,-14.99482574,-19.37747192,-13.85317993,-7.385121155,-13.72752228,-9.202941895,-23.22981567,-18.76913147,-14.8252182,-5.131785583,-19.36717987,-19.03985748,-12.22240677,-14.82489014,-18.44052124,-13.8396759,-19.27697296,-19.25348053,-20.03353577,-14.96284943,-20.44809875,-22.75922546,-18.14677734,-19.10027313,-9.787358093,-9.978806305,-6.899346924,-19.5797287,-18.84681396,-14.19651947,-13.85966797,-23.65832825,-9.817227173,-13.60808105,-12.96307678,-12.4696846,-13.77888031,-15.05248413,-14.31128235,-18.59743805
X SUR L Frontal-Parietal (23) 13,-0.290281391,2.183742142,2.66836834,7.084277344,7.057368469,6.832660675,1.354307556,3.90305481,-5.951899338,2.699411392,-8.175722504,7.160379028,8.02014389,-4.173455429,-6.533315277,8.866757965,7.518500519,8.335016632,8.642648315,7.919519806,2.074386787,4.332290268,9.57921524,7.369689178,2.32803688,1.839650726,-5.874889374,7.599633026,3.204801178,-8.530273438,8.95777359,,-0.836841106,-0.600111103,3.014305878,-4.968053055,2.439373016,8.653520203,1.606451035,2.665478516,,,8.700363159,7.418105316,,,-4.703936386,,,-0.537318468,0.007324316,1.677001381,1.257668495,1.104106331,1.301805305,-10.63003769,11.13481598,-0.570414066,-4.036346436,9.994260406,9.707759857,8.876094818,-0.703197384,-11.39710236,11.82910385,9.779353333,2.606385231,9.713298035,1.066926193,9.2051651,-0.189450157,-11.73240662,0.482940626,10.43888397,1.312123489,1.517910767,0.527970266,1.272406197,0.093682903,10.96735382,-0.42499032,10.14673615,9.933709717,9.996198273,10.03964005,0.025573191,2.98628521,2.973410225,-0.78779006,0.724113274,10.96475754,1.304561615,2.396739769,-0.751343155,-10.35080109,9.151552582,-3.430613708,2.284749413,9.957083893,10.05127563,9.735345459,10.2434021,9.163105011,-4.211044312,2.594602585,-0.823113251,1.504681969,-7.813644409,9.061844635,9.844265747,10.47588196,7.998903656,10.67532196,1.458617306,10.96264725,4.916465759,9.59947052,-2.004972649,1.43762207,-0.852442741,-0.396859169,9.417372131,0.439889193,2.690654373,8.711965942,9.469128418,0.491214609,10.84735565,-0.177284133,-0.121653199,2.529490089,10.23001709,2.188010406,1.350926208,1.863558197,2.199547005,-2.293116951,1.683803749,-10.16964645,2.273713303,1.096495247,9.695856476,10.18661728,-9.647158813,-0.027550393,9.890172577,8.901148987,10.34996414,11.35578537,8.007707214,10.39670715,1.775011253
Y SUR L Frontal-Parietal (23) 13,-11.8963501,-12.22674255,-11.46578445,-12.45625534,-11.09556046,-11.15615692,-8.786151123,-10.72612686,-13.54671936,-3.006915665,-11.4356781,-11.07450409,-11.83470688,-12.9001358,-13.19796753,-13.37209167,-13.60172119,-13.09093475,-11.38369217,-13.01453247,-7.62140274,-12.2226593,-12.74225311,-11.689151,-9.218157196,-9.635662079,-5.033271027,-12.06091843,-9.676876831,-12.38649597,-13.22141113,,-11.00306931,-12.175634,-9.953668213,-12.00578766,-8.667041779,-12.26388168,-9.91868515,-9.434294891,,,-12.1398819,-11.5200386,,,-12.5435524,,,-10.2363472,-11.59851379,-11.26541748,-11.44325943,-11.48919678,-11.91549911,-14.24019928,-13.34919281,-17.25477905,-25.64508057,-13.09369812,-14.46603546,-13.35244293,-12.73697433,-12.57859268,-13.78997498,-14.18916321,-12.40689011,-14.3646225,-12.23202438,-13.46424103,-11.89894791,-18.48039856,-17.08274078,-14.76345062,-10.86035767,-10.75410843,-12.25882187,-11.74850235,-16.8878479,-15.20404358,-17.193013,-14.33527832,-14.24052124,-14.21947632,-14.08338318,-13.2085907,-12.63190536,-12.18631287,-16.72646179,-12.35674973,-14.77490997,-9.693338013,-11.32793579,-17.28171082,-12.85216064,-14.2118454,-16.11543579,-12.02301559,-13.51969757,-14.38839264,-14.08093262,-13.6289978,-13.68500977,-7.710429382,-12.66849594,-18.18297729,-11.46553574,-13.99449768,-14.25440979,-14.310495,-13.6007843,-14.27323151,-13.56459045,-12.24394455,-14.05823517,-12.38635635,-14.60485229,-16.5116684,-13.11477356,-12.24045105,-10.88715286,-11.25930481,-12.10107193,-11.80503616,-15.10525208,-14.46224213,-12.46718674,-14.3801178,-12.70051498,-11.91062317,-11.02828064,-14.01125641,-11.23196411,-13.51556549,-12.68876572,-12.01081696,-17.5110199,-12.03284836,-14.01815338,-12.22963638,-12.15846405,-13.95060272,-14.49230042,-10.6544014,-17.00088501,-14.61981506,-14.83266296,-15.29066467,-14.21425781,-13.95555878,-13.80478516,-12.79736328
Z SUR L Frontal-Parietal (23) 13,-19.85895691,-20.42251434,-20.06940155,-16.9472641,-17.64215393,-18.08975983,-15.93318176,-15.68602905,-10.68181992,-14.59360962,-11.85135269,-17.40761108,-17.08562317,-11.31449661,-10.94608002,-16.74720917,-16.42757721,-16.33444672,-18.99134979,-16.49855347,-16.53986664,-15.5606781,-15.99633331,-16.89650116,-15.26613464,-15.48905182,-11.03484955,-17.29949799,-15.65749664,-12.34568481,-16.93133698,,-19.12599487,-10.33612061,-16.48754272,-11.51474838,-16.78322754,-16.69717255,-14.62863617,-17.24831543,,,-17.06641083,-16.94570923,,,-11.60493088,,,-20.9864151,-20.21480713,-19.79796448,-20.02152405,-19.99045868,-19.61114655,-8.452385712,-15.99195709,-9.933312225,-15.13357239,-17.21082916,-15.73973083,-17.31578522,-19.89707947,-10.19939575,-16.62188568,-15.94198303,-19.22978821,-15.3634903,-18.69357147,-16.23994293,-18.54561157,-26.95324097,-9.47015152,-15.5151947,-21.30354462,-21.02281342,-19.08828278,-19.14516754,-10.69851456,-14.44043274,-10.0092247,-16.12801971,-15.23036194,-16.33179779,-16.38133545,-18.88894958,-19.35979614,-19.20901642,-11.36265182,-19.79157104,-16.10253143,-23.58889313,-20.11311951,-10.24422302,-10.37596664,-16.252742,-12.7817894,-19.3471344,-17.19608307,-15.63125916,-16.23656464,-15.79066162,-17.00628204,-8.972978973,-6.73469696,-8.130271912,-20.36026764,-16.05671997,-16.39913177,-16.35544434,-17.10941772,-15.68253021,-16.84538269,-19.30328979,-15.70702972,-7.120544434,-15.76206055,-11.1443428,-22.75717773,-18.93833313,-14.86424561,-5.270454025,-19.50445404,-19.22434998,-14.2379776,-16.73488007,-18.66197052,-15.74417267,-19.2649292,-19.39862976,-20.07177124,-17.0841095,-20.25185394,-23.09787445,-18.30450745,-19.38875275,-11.60773544,-9.87355423,-8.692572021,-19.56217194,-18.79727478,-16.11785431,-15.79881287,-21.53370514,-11.59799881,-15.7042923,-14.86017609,-14.52364349,-15.67646942,-17.0635376,-16.32624512,-18.68907013
X SUR L Frontal-Parietal (23) 12,1.873525429,4.106113434,4.601069641,5.499725723,5.711432266,5.439230728,-0.482805729,2.085536766,-4.082840729,4.127643967,-6.340068436,5.624702835,6.572386932,-2.308157158,-4.58656044,7.514125824,6.141639328,6.84347229,7.196076202,6.384289932,-0.037455443,3.472077179,8.236347198,6.012525558,0.466720819,-0.187850988,-3.977032852,5.994117355,1.281495476,-6.436209106,7.350995636,,0.539976597,-1.629515266,1.195292759,-3.104271889,0.550811911,7.239559174,-0.236101913,0.738082409,,,7.274581146,5.903796768,,,-2.751568031,,,1.297437859,1.949271393,3.445074081,3.332889175,3.044365501,3.173019409,-10.72082291,10.84305344,-0.563566542,-3.765135193,9.638527679,9.416938782,8.537799835,1.407872295,-11.01741943,11.51068726,9.474239349,4.590688324,9.592697906,3.106507874,9.031997681,1.779112816,-9.612673187,0.408418655,10.32578354,3.183957481,3.57021637,2.462450218,3.200589371,-0.001415929,10.72881546,-0.427331972,9.814859009,9.669359589,9.733041382,9.860268402,2.359584999,5.155239868,4.993713379,-0.883444309,2.833822823,10.83113098,3.287174606,4.247283554,-0.831545544,-10.25376968,8.858110809,-3.477538681,3.977619171,10.0170578,9.893852234,9.522459412,9.770868683,8.999919128,-2.131615639,0.346975422,-0.821186447,3.507765961,-7.695859528,8.860564423,9.763441467,10.24601746,7.977839661,10.34797974,3.393124008,10.97177048,2.865062332,9.45479126,-2.204841423,3.678408051,1.358819199,1.514231491,7.391910553,2.450096321,4.675153351,8.561855316,9.184862518,2.362336731,10.62648697,1.990775681,2.092200279,4.395299149,9.888047791,3.978069687,3.10268116,3.786473083,4.103214645,-2.208497429,-0.195225894,-10.18767319,4.468581772,2.933530617,9.501354218,9.975569916,-9.644361115,-0.164352655,9.816163635,8.771541595,10.19097748,11.16438293,7.808182526,10.16587067,3.834581757
Y SUR L Frontal-Parietal (23) 12,-11.74847794,-11.97698517,-11.0501152,-11.36626282,-10.09408722,-10.14014816,-8.674324799,-10.80173492,-13.13692627,-3.884180832,-11.23061447,-10.22643509,-10.83056259,-12.43700562,-12.7886467,-12.43489838,-12.63100128,-12.16603394,-10.51351624,-12.22698364,-7.887648773,-11.2251297,-11.78220901,-10.83543396,-9.052895355,-9.500891876,-4.89989357,-11.13903885,-9.609991455,-12.10658646,-12.31763535,,-11.4592041,-11.22462692,-10.04043427,-11.70307465,-8.546283722,-11.35550613,-9.701812744,-9.182591248,,,-11.17777481,-10.77244492,,,-12.2056839,,,-9.965374756,-11.32579575,-10.89739838,-11.11088791,-11.19219971,-11.62197571,-13.27421265,-12.21008148,-16.18981323,-24.49885254,-11.91853104,-13.31266174,-12.05346527,-12.43237305,-11.53446274,-12.57606812,-13.1451355,-11.91013336,-13.18315277,-11.83837509,-12.29134521,-11.71653442,-18.69173737,-15.90856628,-13.52597961,-10.66858597,-10.67027359,-11.94505615,-11.62982483,-15.72182617,-13.91857452,-15.99960327,-13.13734131,-13.04798279,-12.93927917,-12.7330452,-12.83660431,-12.2867012,-11.84649277,-15.55822601,-12.06834106,-13.48847504,-9.403604889,-10.9684494,-16.04017334,-11.74188385,-13.04963684,-14.9125,-11.58542328,-12.19416428,-13.16303864,-12.92874451,-12.53494415,-12.48360443,-7.697936249,-12.64238968,-16.93994598,-11.19612961,-14.80996094,-13.07911835,-13.08253021,-12.34346008,-13.1292572,-12.31289902,-11.99399948,-12.82181854,-12.24017487,-13.32963715,-15.37022858,-12.87516022,-11.93501511,-10.31100006,-11.05088577,-11.7710144,-11.28511734,-13.785672,-13.12531586,-12.07524033,-13.13148346,-12.50071411,-11.65749359,-10.6323143,-12.76998291,-10.9106842,-13.06812897,-12.26903915,-11.56427078,-16.26147766,-11.76682205,-12.82692261,-11.98266678,-11.76143036,-12.77629471,-13.13333282,-11.63454971,-15.64254608,-13.35202484,-13.67589569,-13.89073792,-12.99181976,-12.76290131,-12.60731583,-12.41416931
Z SUR L Frontal-Parietal (23) 12,-19.8219162,-20.41501923,-20.22534485,-18.05419006,-18.64438019,-19.09508362,-15.61739044,-15.43273163,-10.83923035,-13.11755066,-11.75263367,-18.49792175,-18.06400909,-11.11419144,-10.92238541,-17.91653595,-17.43020172,-17.45733032,-19.99113617,-17.52291107,-16.25175476,-16.70493469,-16.93471222,-17.73688354,-15.16299286,-15.45487366,-10.51874466,-18.12777405,-15.40835114,-12.30184708,-17.99403076,,-17.87890625,-11.67388,-16.11555328,-11.39467163,-16.6135788,-17.63141785,-14.46933594,-16.91995087,,,-18.07428131,-17.78827667,,,-11.54263,,,-21.07442474,-20.33526764,-19.92194061,-20.18914948,-20.16883698,-19.70922089,-10.18408051,-17.47301025,-11.41528549,-16.74060516,-18.8275116,-17.5459671,-18.69376526,-19.85003052,-11.98715591,-18.36921997,-17.46803894,-19.59251556,-16.88494568,-18.83985596,-17.82558289,-18.65342865,-26.6867218,-11.1782135,-17.31669617,-21.21186829,-20.9162384,-19.35239716,-19.22971649,-12.43200073,-16.30687866,-11.64190598,-17.65203247,-16.84777069,-17.99492035,-18.27430267,-19.27135773,-19.43215637,-19.3437027,-13.01346741,-19.78396912,-17.85178986,-23.48764801,-20.10107269,-12.07919464,-12.21380005,-18.03198547,-14.33607178,-19.58620758,-18.92494965,-17.20244293,-17.83287964,-17.35996704,-18.6431015,-8.957775116,-6.761556244,-9.863644409,-20.32944794,-14.14326477,-18.19063263,-18.04971313,-18.82872009,-17.2667923,-18.38937683,-19.27446899,-17.28707275,-6.941385651,-17.56797485,-12.82929993,-22.39092255,-19.16269836,-14.99571991,-5.466490936,-19.69342499,-19.42002869,-15.99848022,-18.3308075,-18.91002045,-17.42804871,-19.33496857,-19.60647125,-20.14105835,-18.84885406,-20.14702301,-23.46747437,-18.43827667,-19.704422,-13.25298767,-9.918483734,-10.49252243,-19.59620667,-18.8404953,-17.71135864,-17.45508728,-19.64852905,-13.30363617,-17.40824432,-16.65361633,-16.46318207,-17.32117615,-18.79576416,-18.10767212,-18.86930695
X SUR L Frontal-Parietal (23) 11,4.130797195,6.049097824,6.582701874,3.742261124,4.297049713,3.986954498,-2.382349968,0.176957333,-2.163097763,5.626793671,-4.468495178,4.002041626,5.013841629,-0.342491388,-2.554978943,6.064283371,4.6595047,5.243222046,5.672626495,4.780608749,-2.254571915,2.496382141,6.788435364,4.552784729,-1.409024715,-2.306357002,-1.966830444,4.332114029,-0.68914814,-4.281168365,5.642686462,,2.029434967,-2.620717049,-0.659404182,-1.15957613,-1.449442673,5.710840988,-2.11179142,-1.213151073,,,5.729692078,4.298937225,,,-0.744390821,,,3.204400635,3.924455643,5.225770187,5.497305298,5.007506943,5.070337296,-10.66687546,10.49702301,-0.673191214,-3.499414444,9.158419037,9.024120331,8.176196289,3.675514603,-10.51294479,11.07493668,9.089204407,6.646186066,9.382665253,5.220039749,8.754738617,3.83274498,-7.356047058,0.219731379,10.16540756,5.059186554,5.696805573,4.461785507,5.158770752,-0.208043671,10.40215607,-0.52611289,9.402417755,9.320883179,9.404037476,9.618106842,4.807024002,7.467118835,7.124751282,-1.027480793,5.007923508,10.5920845,5.430311584,6.129955673,-0.950209522,-10.12502594,8.46878891,-3.553110123,5.72712059,9.996315002,9.668360138,9.247294617,9.222481537,8.761816406,0.029405025,-1.990456581,-0.870594883,5.607783508,-7.503524017,8.581378937,9.584255981,9.969778442,7.916146851,9.982935333,5.371479797,10.89312515,0.674476433,9.275505066,-2.491474915,6.071201706,3.675331497,3.532072067,5.247983932,4.510957336,6.747368622,8.342718506,8.814720917,4.279839706,10.30461426,4.288187027,4.397636795,6.366872025,9.441641998,5.845562363,4.88517189,5.778659821,6.061181259,-2.197903824,-2.145158958,-10.05928802,6.754134369,4.782275772,9.233417511,9.699294281,-9.594700623,-0.357633567,9.685133362,8.577735138,10.00899963,10.91644211,7.53866806,9.857427216,5.982673645
Y SUR L Frontal-Parietal (23) 11,-11.49444733,-11.55136185,-10.53802948,-10.09765015,-9.048479462,-9.096444702,-8.576647186,-10.85336838,-12.72116394,-5.096002197,-10.86407318,-9.161624146,-9.718671417,-11.95724564,-12.24957352,-11.41154099,-11.57663956,-11.26946564,-9.607541656,-11.29217987,-8.223770142,-10.20023956,-10.74559174,-9.921021271,-8.834931183,-9.313814545,-4.866290665,-10.14804916,-9.408694458,-11.62016983,-11.39636765,,-11.69291229,-10.24247208,-9.962181854,-11.36192703,-8.403264618,-10.4386528,-9.443125916,-8.816790771,,,-10.0839119,-9.922882843,,,-11.85937271,,,-9.618754578,-10.81103058,-10.42258453,-10.47830811,-10.64935455,-11.09698334,-12.28308334,-11.05262375,-14.92832031,-23.2523407,-10.47341309,-11.98502808,-10.66435699,-11.90135727,-10.45869141,-11.10340881,-11.97603455,-11.27609634,-11.84920349,-11.35839386,-10.92729492,-11.3763588,-18.80233917,-14.57151031,-12.18551178,-10.36437454,-10.55168686,-11.44241638,-11.35114899,-14.39038239,-12.4927887,-14.63516388,-11.71784668,-11.69911957,-11.58910675,-11.20450211,-12.35858994,-11.83719101,-11.49691772,-14.30390015,-11.6227066,-12.00367889,-9.014231873,-10.57812042,-14.67575684,-10.50389099,-11.67312012,-13.62623749,-10.99071274,-10.70579987,-11.74852448,-11.69432983,-11.40061035,-11.13659286,-7.779235077,-12.57795181,-15.56802979,-10.88862686,-15.57399445,-11.77978439,-11.65298157,-10.91572418,-11.86921234,-11.00413971,-11.64794159,-11.40218964,-12.05164413,-11.90469131,-14.05167389,-12.70892334,-11.58647614,-9.680244446,-10.86710663,-11.25820999,-10.62051468,-12.28230057,-11.58971252,-11.47902298,-11.64257202,-12.16901016,-11.31326218,-10.24026489,-11.33724823,-10.56577454,-12.39868698,-11.71174469,-10.91092224,-14.91044159,-11.44909515,-11.53853226,-11.62096024,-11.31224289,-11.47404327,-11.55814743,-12.56182785,-14.11499786,-11.96039963,-12.36378784,-12.33686523,-11.70870895,-11.40766907,-11.25832214,-11.90143967
Z SUR L Frontal-Parietal (23) 11,-19.77796783,-20.37496033,-20.39272461,-19.20077667,-19.60034027,-20.08444672,-15.24144745,-15.08014984,-11.04552002,-11.7206543,-11.64568253,-19.38478546,-18.92115479,-10.96322861,-10.89448929,-19.0381546,-18.37256775,-18.69962463,-20.90642395,-18.44267731,-15.90864716,-17.74363708,-17.81958618,-18.48489838,-14.91830444,-15.30715942,-10.02086487,-18.83041077,-14.98361511,-12.24173126,-19.02849274,,-16.53213501,-13.15057526,-15.53233643,-11.30559235,-16.32578735,-18.54593658,-14.17756958,-16.46397552,,,-18.98370819,-18.49534149,,,-11.51254044,,,-21.20358276,-20.38655853,-20.0477005,-20.2966156,-20.29725037,-19.74440308,-12.04088669,-18.98849487,-12.80825348,-18.39055023,-20.28114319,-19.33771515,-20.09715118,-19.7682663,-13.84981842,-20.08424072,-18.94315491,-19.97165833,-18.3654129,-19.0181839,-19.3647522,-18.76617126,-26.36644897,-12.90871277,-19.22080841,-21.12541199,-20.80821533,-19.6083313,-19.33774719,-14.16513214,-18.28306885,-13.29432983,-19.11191864,-18.4519104,-19.71503448,-20.29493866,-19.69815216,-19.52160187,-19.53952942,-14.71022644,-19.79238739,-19.56238251,-23.3562439,-20.14201965,-14.0104187,-14.18165741,-19.78600464,-15.9501709,-19.84459229,-20.64091797,-18.74759674,-19.48484802,-18.97719116,-20.2322525,-9.086418152,-6.913661957,-11.66124115,-20.35110321,-12.07328949,-20.01788025,-19.73874969,-20.52626648,-18.88582764,-20.04074707,-19.2284256,-18.83601379,-6.959952545,-19.41894073,-14.52046814,-22.05228271,-19.41302338,-15.20804749,-5.717008972,-19.85516968,-19.61205902,-17.79486084,-19.87185516,-19.12028503,-19.10357819,-19.41144867,-19.81420441,-20.24250031,-20.55505829,-20.0402298,-23.8069458,-18.58756714,-20.03267365,-14.91483459,-10.10382462,-12.49121323,-19.60704803,-18.91017456,-19.35680237,-19.06977692,-17.62321014,-15.12235107,-19.14345703,-18.50822906,-18.56258698,-19.06856079,-20.54612885,-19.88114319,-19.07551422
X SUR L Frontal-Parietal (23) 10,6.145311356,7.833398438,8.366670227,2.385585213,3.263514709,2.826059532,-4.07481842,-1.588292694,-0.395736551,7.152953339,-2.81023922,2.689281654,3.770882416,1.396702766,-0.773498106,4.918875504,3.504434586,3.930480957,4.48709259,3.502137756,-4.28280983,1.719941521,5.630640411,3.397677994,-3.027620888,-4.175081253,-0.098731691,3.046751022,-2.432982635,-2.384436035,4.304756546,,3.19357872,-3.544253922,-2.342822838,0.560548639,-3.270990753,4.416551971,-3.796361542,-2.924515915,,,4.511942673,2.976937675,,,0.991571045,,,4.955276489,5.709957123,6.81284256,7.501877594,6.794289398,6.77301178,-10.56843414,10.36807709,-0.54443264,-3.017618752,9.018349457,8.858546448,8.095088196,5.752618027,-10.13095703,10.93196411,8.975437164,8.570310211,9.4241539,7.144005585,8.766166687,5.717697144,-5.348402405,0.23488493,10.23928986,6.762704468,7.622283173,6.304485321,6.910227203,-0.137884152,10.30291824,-0.392364383,9.27926712,9.216352081,9.324393463,9.665126801,7.0539505,9.583685303,9.073252106,-0.966053391,6.977233887,10.61089478,7.396258545,7.826858521,-0.84747963,-9.913755035,8.369297028,-3.424298477,7.453536987,10.20343704,9.741215515,9.189510345,8.90223465,8.796533966,1.979034042,-4.100748062,-0.674310875,7.503639984,-7.574319458,8.551673889,9.648403168,9.978681946,8.070497131,9.838148499,7.163999939,11.01970367,-1.3118927,9.333757019,-2.506236458,8.2157341,5.822284698,5.328170395,3.274894714,6.409848022,8.674845123,8.387431335,8.732946777,6.010811234,10.20748672,6.379240036,6.474485779,8.177506256,9.296099854,7.534349823,6.58815918,7.573184967,7.871899414,-1.956345749,-3.936029053,-9.909274292,8.81829071,6.39989624,9.211752319,9.695083618,-9.78292923,-0.265901208,9.787129974,8.644715118,10.1477951,10.89840317,7.529798126,9.816931152,7.907039642
Y SUR L Frontal-Parietal (23) 10,-11.22024307,-11.17449493,-10.09669037,-8.691014099,-7.950902557,-7.996237183,-8.247169495,-10.62242661,-12.33710175,-6.137185669,-10.50147934,-8.009266663,-8.513845062,-11.47663422,-11.66845245,-10.23236618,-10.41394653,-10.11702194,-8.588180542,-10.285952,-8.270581055,-9.067837524,-9.595441437,-8.871369171,-8.400271606,-8.862020111,-4.697816849,-9.018716431,-8.967550659,-11.14943085,-10.27990875,,-11.89613876,-9.605273438,-9.593898773,-11.00482559,-8.000209808,-9.390910339,-9.028131866,-8.145700073,,,-8.856295776,-8.915441132,,,-11.4501236,,,-9.297232819,-10.33131027,-9.974118805,-9.953546143,-10.20022736,-10.56449051,-11.64286499,-9.841510773,-13.65845642,-22.18807831,-9.019493866,-10.60952911,-9.199320221,-11.37892532,-9.732519531,-9.576752472,-10.73173523,-10.67060165,-10.54045181,-10.93071747,-9.584009552,-11.07620697,-18.88305054,-13.11099548,-10.77084961,-10.11691055,-10.46850357,-10.96204681,-11.04205399,-13.0577652,-11.00211868,-13.19628906,-10.35503922,-10.32788315,-10.21616745,-9.654644012,-11.87341385,-11.33162842,-11.09610062,-12.94943085,-11.20761719,-10.48529892,-8.778630066,-10.27758713,-13.23101044,-9.662725067,-10.30173492,-12.22313843,-10.48204269,-9.300294495,-10.41808319,-10.34967117,-10.18108139,-9.780690002,-7.6308815,-12.82090607,-14.16393738,-10.55365677,-16.12708588,-10.42045059,-10.19909439,-9.468587494,-10.64391479,-9.628595734,-11.30746994,-9.978578949,-12.17666855,-10.41360931,-12.70939407,-12.49539795,-11.23971786,-8.809623718,-10.86646194,-10.84159851,-9.983621979,-10.80160751,-10.03337097,-10.8373909,-10.1786087,-11.80176926,-10.93351364,-9.899432373,-9.89467926,-10.25897751,-11.85123444,-11.10389252,-10.34150696,-13.57481842,-11.3983223,-10.62379913,-11.22967834,-10.86233978,-10.10858459,-10.0498848,-13.20988007,-12.63293762,-10.5297226,-11.03323288,-10.72415695,-10.34264374,-10.01090164,-9.870949554,-11.34358826
Z SUR L Frontal-Parietal (23) 10,-19.43517151,-20.02400665,-20.30602112,-20.3083252,-20.52242126,-21.01169281,-14.98269958,-14.84452362,-10.98151474,-10.62654495,-11.29557571,-20.2418808,-19.68993835,-10.55938644,-10.5457077,-20.03850403,-19.27738953,-19.75711212,-21.762677,-19.38902893,-15.56821594,-18.50784454,-18.58041229,-19.15084991,-14.78146057,-15.23988495,-9.819573975,-19.40879974,-14.71042633,-11.90374069,-19.89908752,,-15.12689209,-14.6411087,-15.1132019,-10.9571907,-16.10463257,-19.35684967,-14.07764282,-16.0937149,,,-19.79571075,-19.12245789,,,-11.17271881,,,-21.09202881,-20.13479614,-19.89787292,-20.1043396,-20.1665329,-19.48642883,-13.87120056,-20.27049866,-13.96297302,-19.90940857,-21.54845123,-20.88010101,-21.26778259,-19.41971283,-15.68755798,-21.56282043,-20.18347778,-20.03008728,-19.65773926,-18.93957367,-20.68280334,-18.6119339,-25.75769348,-14.30810089,-20.89733429,-20.75692902,-20.39470825,-19.5838623,-19.1765686,-15.70406647,-19.97040558,-14.65909424,-20.45692749,-19.87345581,-21.19212799,-22.02228394,-19.75774536,-19.29526978,-19.42823639,-16.13546753,-19.53517303,-20.95854034,-23.00880737,-19.92667694,-15.61471558,-16.20519104,-21.31873169,-17.29334869,-19.86035156,-22.14681702,-20.15650177,-20.83880768,-20.34520874,-21.58336945,-9.328857422,-7.092697144,-13.17024536,-20.09287262,-10.05879288,-21.59203949,-21.14306793,-21.9670517,-20.38871002,-21.44486084,-18.85340576,-20.10558319,-7.100709534,-20.93222656,-16.01779022,-21.47371521,-19.33651886,-15.33362885,-5.679729843,-19.71301422,-19.54064178,-19.34039612,-21.14552002,-18.98243103,-20.61973114,-19.15685577,-19.69526367,-20.08560638,-22.00104523,-19.62136841,-23.8917572,-18.39298401,-20.06864166,-16.27111511,-10.29851837,-14.48697662,-19.31274719,-18.67585449,-20.73514404,-20.4720871,-15.72746887,-16.76452789,-20.61084595,-20.10763245,-20.39207764,-20.52513123,-22.0469162,-21.3615799,-18.97275085
