ID,JM157,JM156,JM155,JM15445,JM154,JM152,JM151,JM15026,JM15025,JM149,JM146,JM145,JM14452,JM14448,JM14417,JM14415,JM1420,JM134,JM11445,JM108,JM100,J7727,J5030,J3810,J3716,J20265,J17410,J17406,J17403,J17401,J17400,J16543,J16535,J16458,J16158,J15888,J15870,J13244,J11443,J11098,J10471,G41,G34,G27,G23,G13,EA2,CM967,CM966,CM952,CM933,CM862,CM861,CM860,CM675,CM674,CM6565,CM6540,CM6539,CM6523,CM3877,CM3795,CM3793,CM3792,JM1600,JM153,JM14447,J17407,J13235,CM3663,CM3662,CM3661,CM3660,CM3652,CM3651,CM3644,CM3643,CM3642,CM3543,CM3542,CM2991,CM2988,CM2980,CM2822,CM2794,CM2748,CM21,CM16495,CM15246,CM12786,CM12785,CM11764,CM10563,CM10562,CM10561,CG1,CDT8,BSW14,CM16483,JM188,CM3713,JM205,CM6541,JM2205,J17402,JM91,M10967,M29961,MRG4,JM213
Z LM19 R Frontal-maxillary-nasal intersection,-23.65231781,-22.37123108,-24.75568542,-23.59269562,-20.17670593,-18.76723785,-18.80684204,-23.10354462,-24.03794098,-23.68402863,-22.89371643,-19.30157928,-23.32929382,-23.44125214,-24.78136749,-23.41993256,-22.2407486,-22.42995911,-17.39806671,-22.62409668,-18.88351135,-22.4754425,-23.39918671,-24.30645447,-23.94112549,-23.62524109,-17.26720276,-22.62666626,-22.66296387,-22.36757355,-24.30845184,-21.76110229,-23.43388672,-16.47217255,-23.28370819,-22.99445496,-22.87458038,-23.47355042,-16.63014069,-22.39016113,-16.5475174,-23.04226685,-23.96867218,-23.8281601,-23.58559418,-24.07130432,-24.56483002,-18.29229584,-19.80896301,-14.82480316,-10.47738266,-10.93802719,-17.74565735,-19.12635345,-18.96924133,-18.97230835,-11.31857452,-17.67902527,-11.97807236,-14.16280365,-9.903083038,-17.21977692,-15.24096222,-11.65828476,-16.3037796,-23.5620285,-24.66766815,-27.72705688,-21.3458313,-15.04724274,-10.56167984,-17.71738892,-7.453259277,-11.17543945,-10.77456284,-18.33939514,-17.90811768,-20.0836319,-11.37045135,-17.47737427,-19.85214539,-18.36571655,-18.11576691,-18.14824829,-13.95756989,-13.65433655,-18.3193161,-18.96336823,-6.891444397,-14.88895874,-10.19283752,-10.45758209,-19.29765015,-18.98959045,-19.19924316,-24.02302704,-23.68352203,-23.59229584,-14.42577667,-8.974793243,-17.82051086,-23.24436798,-10.22110901,-24.21600952,-23.01712952,-23.5709137,-2.89885006,-4.746757126,-24.30650635,-24.260495
"X LM18 L Premaxillary-maxillary suture, posterior end in dorsal view",7.429091644,7.840396881,8.919467926,14.91339874,-4.381837082,-7.601592255,-2.42212944,14.31734009,13.62202454,8.959440613,14.23279877,-2.610663033,15.88196259,16.36508484,7.670822906,6.867855072,7.417034912,6.774819946,-1.884664154,8.056437683,-2.114293098,13.30445862,12.49775314,14.98718109,14.50188293,8.398245239,-1.092513084,13.74188995,7.230809021,7.98745575,16.62846375,6.576293182,8.471109009,-6.929631042,13.76804047,6.429654694,6.325325394,6.76774292,-1.379929924,8.273530579,-9.547279358,13.08833466,13.59195709,14.44905396,12.70155182,13.21846619,12.27194901,-2.072356415,-2.541610146,7.544718933,-9.576846313,-11.99497681,-3.626540375,-2.141736412,-2.35240593,-2.286147881,-9.87147522,-1.982061386,-10.8918663,7.679607391,-8.887193298,-6.412430573,9.050195313,-9.969494629,-1.865016365,6.11297493,15.8241272,3.970660019,-2.363989639,5.097645569,-9.894547272,-3.305725861,6.731546783,-11.46859436,-9.677511597,-2.467078018,0.145274258,-2.135358429,-12.0709137,-2.746555901,-1.206992531,-2.72271347,-1.825601768,-0.854447269,5.509469223,7.156752014,-1.901880836,-3.21668129,10.56723633,6.279234695,-8.48013916,-10.17410889,-2.824055099,-2.521309662,-3.695650101,14.36988525,14.77734985,13.40758362,3.507207108,-9.200567627,-1.846564484,6.912285614,-11.05850601,13.9962738,13.69021759,8.383566284,-12.80627441,-5.194293594,14.64185486,6.822550964
"Y LM18 L Premaxillary-maxillary suture, posterior end in dorsal view",-4.907476044,-5.479976654,-3.994451523,-7.351860046,-7.104663849,-5.45134964,-7.488588715,-7.995124054,-6.49092865,-4.98251915,-8.682631683,-7.83912735,-8.320484924,-8.716900635,-4.158610535,-4.872258759,-5.045080566,-4.859550858,-8.019897461,-5.179655838,-7.841706848,-8.920825195,-8.597299957,-8.094044495,-7.65376358,-5.504209518,-7.942044067,-8.96530838,-4.539117813,-4.935957336,-6.962055206,-4.626963043,-4.256610107,-5.137351608,-8.534527588,-5.234524155,-4.805719376,-3.930897522,-7.775737,-5.343227768,-8.086676788,-8.26277771,-7.633860779,-7.241417694,-7.747422028,-7.862680054,-7.304554749,-6.249746323,-4.619642639,-8.670380402,-7.800656891,-7.131734467,-5.40331192,-4.42552681,-5.187975693,-4.814376831,-7.175914001,-5.370091248,-7.23068924,-9.236528778,-8.860647583,-5.469724274,-12.52154007,-7.024542999,-9.233361816,-4.753048706,-8.281838226,-17.55753632,-16.82833099,-8.397117615,-8.025231934,-5.380170059,-5.547469711,-7.706773376,-7.347762299,-5.197060394,-5.745914078,-5.38557663,-9.213243866,-6.258576965,-5.368032837,-5.736235428,-6.597509003,-6.444024658,-8.901656342,-9.244485474,-4.823518753,-4.326403046,-10.41652832,-9.930844879,-10.1269043,-7.843360901,-4.436983109,-4.008836746,-4.682705307,-7.638921356,-8.72013092,-9.081626129,-8.452243805,-10.97302017,-6.844234467,-4.503637695,-8.240342712,-7.421425629,-8.400154877,-4.331202316,-17.1477356,-15.27312317,-8.308480072,-4.346273804
"Z LM18 L Premaxillary-maxillary suture, posterior end in dorsal view",-26.26736755,-25.05275421,-27.70183716,-20.71184082,-22.26678619,-22.69992065,-21.71378937,-20.36025085,-22.29510651,-26.30800476,-19.69552917,-21.3335434,-20.35360718,-20.34422913,-27.48821106,-26.04281006,-25.02905121,-26.10342407,-20.0226059,-26.40536499,-21.58422241,-19.40671234,-20.67645874,-20.34192352,-20.41811981,-26.14279785,-19.99601898,-19.39330444,-25.9821228,-25.01938629,-21.56685181,-26.07390442,-26.6701355,-22.78076324,-19.61056824,-25.11065521,-26.8289856,-26.32110291,-19.85735168,-25.32897644,-20.48469238,-20.09754639,-20.93313293,-20.56026306,-20.59886322,-20.61030121,-21.67300873,-21.61608887,-23.21975403,-11.10641632,-12.89465485,-12.64200516,-21.1915863,-22.66059265,-22.6776413,-22.95722961,-13.66497192,-22.12946777,-14.21230316,-10.38886566,-12.11470642,-20.39060669,-10.48220291,-13.73604736,-19.09326782,-26.90186768,-21.71088715,-24.36104889,-25.48436127,-11.83948517,-12.50179214,-21.16632538,-8.336956024,-13.46456909,-13.15089722,-21.39919739,-21.01972504,-21.77220154,-13.12295532,-22.12954865,-24.00782928,-22.84536591,-21.63310547,-22.75129547,-10.66318588,-10.40146942,-21.85097198,-22.19671326,-6.763222504,-12.03542099,-12.60666046,-12.65221024,-23.58059235,-23.47227783,-22.97510986,-21.10394135,-19.99192963,-19.89532928,-11.19281082,-8.139879608,-22.20119629,-25.92070313,-12.26675262,-21.35466156,-19.5026825,-26.54666748,-0.319223905,-2.451412773,-20.06490631,-27.19055481
"X LM17 R Premaxillary-maxillary suture, posterior end in dorsal view",4.65450592,4.811750412,6.456463623,14.27774506,-7.007124329,-5.854072189,-5.064807892,14.29856415,13.42927094,6.319230652,13.94236603,-5.097358322,15.50345917,15.91208649,4.882640457,4.282001877,4.548645782,4.281048203,-4.545727921,4.99489212,-4.844605637,13.1669281,11.9902832,15.08059845,14.59918518,5.59448204,-3.941689301,13.59682922,4.574483871,5.071046829,15.80198669,4.138105392,5.504224777,-4.865723419,13.65736237,3.491509247,3.645601654,4.092284775,-4.030569077,5.20723381,-7.862409973,12.80254517,13.1478653,14.22131805,12.38982315,13.07842865,12.08339767,-3.981222916,-4.338430786,7.456363678,-9.335891724,-11.85017471,-5.18214035,-3.848387909,-4.205896759,-4.517569351,-9.913756561,-4.056045532,-10.75588608,7.774777222,-8.503723907,-4.617502594,10.74855881,-9.859551239,-4.896230316,3.364976501,15.31706085,4.201790619,-4.508164978,4.89106102,-9.779484558,-4.744781494,6.748184967,-11.68991241,-10.01081696,-4.111647415,-1.710830688,-4.486081696,-11.51309662,-4.394870377,-3.07443943,-4.594181061,-3.896498108,-2.69421711,5.561972809,7.640530396,-3.580477524,-4.70960083,8.597179413,5.670164871,-8.138721466,-10.16177368,-5.209548187,-4.687417221,-5.921006393,14.04740295,14.49469604,13.14979248,3.701985168,-8.703276825,-4.029554367,3.818793106,-11.47288818,13.71691284,13.36268921,5.273476791,-10.3698204,-2.245705986,14.07163696,4.322016144
"Y LM17 R Premaxillary-maxillary suture, posterior end in dorsal view",-5.215473175,-5.669244766,-4.063767624,-5.860297394,-7.010380554,-3.846712875,-7.49546051,-6.86363678,-4.551538467,-5.427698898,-7.167816162,-7.776508331,-7.094309998,-7.246926117,-4.234282303,-5.142889023,-5.334574509,-4.988323593,-8.09614563,-5.083982849,-8.114664459,-7.466145325,-7.025359344,-6.368140411,-6.074194336,-5.582914734,-8.299861908,-7.421646881,-4.544070816,-4.966455841,-5.456879807,-4.983320236,-4.567911911,-3.760004044,-6.826329803,-5.200101471,-5.001195908,-4.115087891,-7.766358185,-5.591326141,-6.203041077,-6.867560577,-6.319692993,-5.673734283,-6.285138321,-6.258184052,-6.135385513,-7.374192047,-5.588902283,-7.148092651,-9.385540771,-8.472050476,-6.519501495,-5.591354752,-6.075510406,-5.997422028,-8.814498901,-6.626174927,-8.705065918,-7.446388245,-9.974299622,-3.101315308,-11.78801041,-8.29595108,-9.210713959,-5.00388031,-6.675879669,-15.73526001,-14.67871094,-6.929869843,-9.516365051,-6.389965439,-7.69952774,-9.012612152,-8.864548492,-6.041271973,-6.708995056,-7.103665924,-11.35790329,-6.622142029,-6.545831299,-6.579816437,-7.680696869,-7.50984726,-7.360985565,-7.528634644,-5.667827988,-5.317082596,-12.41131973,-8.708435822,-10.96710434,-9.061670685,-5.643577576,-5.467098618,-5.6948349,-5.858627319,-6.881019592,-7.755873871,-7.0796875,-8.085012817,-7.755577087,-4.236790848,-9.38405304,-6.048340225,-6.617653656,-4.637187195,-17.17673798,-15.67630463,-6.646022034,-4.376373672
"Z LM17 R Premaxillary-maxillary suture, posterior end in dorsal view",-26.0462677,-24.63052979,-27.71737061,-23.27622528,-22.2891861,-21.88079987,-21.61363831,-22.09923859,-23.3640625,-25.93638306,-22.12573242,-21.14597931,-22.60023499,-22.696875,-27.29659424,-25.71832886,-24.70016632,-25.75370483,-20.20858002,-26.25501099,-21.57030334,-21.55857391,-23.08545074,-23.04284515,-22.77125702,-26.0353363,-20.14038391,-21.80889893,-25.81136475,-24.90660553,-24.02311249,-25.72276001,-26.26939392,-21.4432251,-22.14816284,-24.89171448,-26.39761658,-25.84138794,-20.0662323,-24.90960693,-19.60359344,-22.26326752,-23.17897644,-22.99932251,-22.79491577,-23.09502563,-23.57117767,-19.87515259,-21.89447784,-13.33514252,-10.63751526,-10.6075798,-19.90520172,-21.28926697,-21.24763489,-21.40936127,-11.2666214,-20.36025238,-12.08442764,-13.24583282,-9.655975342,-20.34873505,-11.8742012,-11.72814484,-19.34235229,-26.33697205,-23.98970337,-26.02024231,-24.77689209,-14.09031372,-10.45708847,-19.96996918,-7.336697388,-11.44521179,-11.02593689,-20.16710968,-19.74632568,-21.86093445,-10.91582184,-20.39607697,-22.4000412,-21.44858398,-20.07991943,-21.45797272,-12.64029312,-12.60561218,-20.58648682,-20.61432953,-5.695511246,-14.23873749,-10.53364029,-10.66908188,-21.91500854,-21.65969543,-21.64411774,-23.51252899,-22.68368683,-22.23407593,-13.37802124,-9.131616974,-20.44178467,-26.00091553,-10.17604599,-23.533638,-22.18605042,-25.99190674,-0.025647956,-2.069985199,-22.8182663,-27.06782227
"X LM16 L Premaxillary-maxillary suture, anterior, lateral end",7.356602478,8.041135406,9.741297913,18.53590088,-3.389306259,-5.750590897,-1.9259058,18.74506073,18.1212616,9.432861328,19.31489716,-1.881303787,20.92356415,21.40764008,7.912630463,6.863195801,7.337012482,7.080621338,-1.486219025,8.406272888,-1.826896095,17.47767487,18.20922089,19.66609497,18.36739502,8.79152832,-0.963873291,18.14765472,7.732902527,8.217215729,20.07083435,6.734342957,8.238775635,-4.782204819,17.96123352,6.126015854,6.352509689,6.631956482,-0.840498829,8.023969269,-7.968313599,17.43770905,17.53341675,18.49243622,16.9051651,16.95874329,16.13199158,-4.607026672,-4.540416718,11.76905136,-13.2337326,-15.56711121,-6.416600037,-4.621591949,-4.404201126,-4.462558746,-13.62511902,-5.04517746,-14.80952301,10.99911728,-11.96442795,-7.530973816,11.30873337,-14.45602264,-1.152714348,6.477692413,20.6148468,7.4616745,0.688382006,8.753573608,-13.33118591,-6.172067642,11.92674561,-15.61459503,-13.61766052,-4.332330704,-2.021242332,-4.783753204,-16.14727325,-5.184550858,-4.612030029,-5.506791687,-4.349911118,-3.528594589,9.020053101,11.34110031,-4.553988266,-5.278017807,15.824617,10.29748764,-12.60717468,-14.36379242,-5.540332794,-4.647704697,-6.427270508,19.08561249,20.13724976,19.01176147,6.607402039,-14.10993652,-4.983561325,6.983499908,-14.85844879,18.65256653,18.61314697,8.908478546,-14.20046997,-6.304967499,19.05471344,6.887926483
"Y LM16 L Premaxillary-maxillary suture, anterior, lateral end",0.817174721,-0.071039337,1.709743881,-4.261289597,-1.478691292,-5.672433472,-2.226395226,-5.322947693,-5.297583771,0.486432457,-5.592509079,-1.837949944,-4.81816597,-5.161174774,1.828222084,0.950717163,0.216947269,0.096449947,-2.963506317,0.973726845,-2.397964668,-6.339626312,-5.586874771,-4.836865997,-5.35215416,0.866960239,-3.223006439,-6.45195694,0.282812881,0.456037092,-3.929517365,0.272774029,0.851518059,-5.410876083,-5.596667862,0.159939229,0.58917408,1.080673504,-3.255261993,0.197643018,-7.964980316,-5.47232132,-4.846601868,-4.144030762,-5.442197037,-5.378502274,-4.93014679,-1.547445583,0.070048237,-5.688422394,-4.973143387,-4.312987137,-0.887915325,0.700094223,-0.762650776,-0.657791376,-4.519895935,-0.1411497,-4.404199982,-7.074634552,-6.094592667,-4.880870056,-11.01726608,-4.124939346,-3.800409317,0.789629698,-4.882707977,-16.37819977,-13.25491028,-5.945742798,-5.208041763,-0.433572102,-5.338217926,-4.332275391,-4.268112183,-1.057190704,-1.227688026,-1.351450825,-7.011320496,-1.193606949,-0.084845358,-0.58127408,-1.713126755,-1.345569992,-6.542184448,-6.482727814,0.175778258,0.42904315,-15.08132782,-7.383580017,-7.085845184,-4.570105362,-0.11462487,0.010884214,0.460654116,-4.65189209,-5.590774918,-6.319260788,-6.060415649,-12.47156448,-1.62337532,0.582067299,-4.877051926,-4.322641754,-5.471455383,0.959839344,-17.39417725,-15.21509399,-5.65675354,1.489621735
"Z LM16 L Premaxillary-maxillary suture, anterior, lateral end",-28.71314087,-26.8388092,-29.65035095,-19.14837036,-24.46423492,-28.07765503,-23.35775909,-17.80534363,-19.10140076,-28.28158569,-17.21441498,-23.77416992,-18.41185455,-18.2699173,-29.52614136,-28.44986877,-26.89562073,-27.67752686,-21.62176056,-28.59821777,-23.69981689,-16.83919678,-19.26199188,-17.83627625,-18.06481628,-28.98535767,-21.97387848,-17.47864685,-28.0943634,-26.99786072,-20.05110474,-27.6073822,-28.59701843,-27.82883911,-16.8986908,-27.64363403,-28.72187195,-27.89870911,-20.90160217,-27.37171021,-25.42123718,-18.0874939,-19.20710297,-18.66255035,-19.01753693,-18.97822571,-19.75181885,-22.59500275,-23.81109772,-8.536641693,-11.32338791,-11.2773674,-21.71781616,-23.40874939,-23.41405029,-23.53567505,-12.19003983,-23.1537262,-13.08284912,-8.645140839,-10.68312836,-25.88720703,-5.846528244,-12.34362488,-21.55448456,-28.45818481,-19.68947754,-21.03074646,-27.72023621,-9.254696655,-11.09345322,-21.97674561,-10.0633728,-12.49347153,-11.87248077,-22.0143219,-21.8806488,-22.42207947,-10.73817215,-24.24863281,-24.84225464,-24.08432922,-22.45456848,-24.18977509,-8.449578857,-7.742028046,-22.92809906,-22.63841095,-5.832601166,-10.47723999,-11.84331436,-11.17349625,-24.27744904,-23.6602829,-23.98730316,-19.22073059,-17.62622223,-17.2786087,-8.862256622,-10.90744858,-23.47102814,-27.47572937,-11.31182709,-19.82030945,-17.86166992,-27.83074951,5.144023895,3.563049316,-18.17596741,-29.36346436
"X LM15 R Premaxillary-maxillary suture, anterior, lateral end",3.336009598,3.95742836,5.467491531,17.89489899,-7.766939545,-2.919902992,-6.138918686,18.50094452,17.80296021,5.113380051,19.15644379,-5.89921608,20.4046402,20.76302948,3.919022751,2.910231018,3.461175156,3.22107811,-5.324404907,4.132590485,-6.105519485,17.16968994,17.48196106,19.87397003,18.24199677,4.553993225,-5.09451828,18.10510406,3.970524216,4.324250412,19.2106781,2.839472008,4.356024933,-1.844075775,17.6633316,2.61829567,2.093592644,2.985710907,-4.909272003,3.968823624,-5.723418808,16.93755188,17.12198029,17.96996765,16.49604492,16.4579422,16.53504639,-7.283906555,-7.360362244,11.6314743,-12.96717987,-15.46115265,-8.991194916,-7.604418945,-6.999162292,-7.244351196,-13.74026184,-7.994223022,-14.81337891,10.94054718,-11.16624374,-5.209098053,14.04147034,-14.39501801,-5.357652664,2.386062622,20.00294952,7.991928864,-2.331847382,8.826609802,-13.32957458,-8.70276947,11.91203384,-15.89299316,-13.70469513,-6.855002594,-4.845117569,-7.6743927,-15.34384003,-7.902544403,-7.252140808,-8.202754211,-7.191157532,-6.64624939,8.948159027,11.41077805,-7.442761993,-7.915792847,12.57658615,9.120352173,-12.28403625,-14.04264679,-8.449907684,-7.383091736,-9.44260025,18.47883453,19.5832962,18.65220337,6.825409698,-13.83612061,-7.867221069,3.175435066,-15.18374176,17.86828918,18.14314117,4.84034729,-10.59314346,-2.285141182,18.50351105,2.641280174
"Y LM15 R Premaxillary-maxillary suture, anterior, lateral end",0.469328022,0.095768911,1.974564171,-2.221895981,-1.432680893,-2.955734253,-2.496172142,-3.309873581,-2.005525589,0.371678686,-3.360134125,-1.670450974,-2.719960785,-3.214926147,1.58174696,0.82609005,0.102204108,-0.069482434,-3.124879074,0.706923437,-2.758086967,-3.941471481,-3.624622345,-2.800867653,-3.0397892,0.817574692,-3.640371323,-4.317435837,0.315632772,0.147618365,-1.797270584,-0.194861782,0.26004684,-3.207633972,-3.560752487,0.160002041,-0.060505462,0.786131144,-3.242406082,-0.322340512,-5.166428375,-3.536652374,-2.728043556,-2.201962662,-2.99026432,-3.135905647,-2.879054642,-2.982840919,-1.559491348,-3.3247715,-6.991836548,-6.301540375,-2.78948555,-1.335049438,-2.305716133,-2.235562515,-6.538837433,-2.186639023,-6.636684418,-5.068228912,-7.784185028,-1.74622364,-9.661445618,-5.894526672,-3.517727661,0.605371284,-2.397171021,-13.4842392,-10.5135704,-3.578352737,-7.6151474,-2.528649139,-9.012975311,-6.581621552,-6.521826935,-2.701187325,-2.984856606,-3.698649216,-10.12632904,-2.123600769,-1.998365974,-2.074106979,-3.39233284,-2.830265236,-4.349134064,-4.282117081,-1.717099953,-1.036076164,-17.74766235,-5.370798874,-8.343231201,-6.550405884,-1.710711861,-1.774370956,-1.066431046,-2.559588051,-3.488261795,-4.221373367,-4.368120956,-8.58258667,-3.282841873,0.555988884,-7.144775391,-2.07764473,-3.229114914,0.973369217,-17.54370117,-15.51406555,-3.696097565,1.141023254
"Z LM15 R Premaxillary-maxillary suture, anterior, lateral end",-28.36628418,-26.4703186,-29.90897827,-22.53975067,-24.26662445,-26.538797,-23.4103714,-21.03031158,-20.86253052,-28.27964783,-20.773526,-23.70480347,-21.88258667,-21.76933136,-29.32771606,-28.11234436,-26.54484253,-27.14842834,-21.75526733,-28.26666565,-23.70935364,-20.33106689,-22.56225128,-21.24377289,-21.5230011,-28.88335876,-22.12613525,-20.71021118,-27.89206543,-26.82957458,-23.27557526,-27.29573364,-27.93017578,-25.74559326,-20.87523193,-27.2116272,-28.14513855,-27.37207947,-21.3010498,-26.77528381,-24.26965942,-21.28845062,-22.30271149,-21.84915619,-22.01951294,-22.12963867,-22.60686493,-20.19292755,-21.44905243,-11.65780716,-8.279285431,-8.249432373,-19.61063385,-21.12489624,-21.32683258,-21.13355713,-8.849273682,-20.72412109,-9.647704315,-11.8594429,-7.482032013,-25.65796204,-8.371592712,-9.363045502,-21.91316223,-27.75968323,-23.1050293,-23.77020874,-26.68139343,-12.68964767,-7.835368347,-19.49017944,-8.325336456,-9.106339264,-8.832562256,-19.73453064,-19.82822876,-22.42181702,-7.936808014,-21.01203766,-22.54527893,-21.48488464,-20.27545013,-21.9434082,-11.50149078,-11.05294418,-20.59450684,-20.43700104,-4.60102005,-13.83462372,-8.350700378,-8.038947296,-21.86958771,-21.43734131,-21.76760101,-22.52734833,-20.87047729,-21.12902679,-12.22587128,-12.03746109,-20.87852936,-26.94584656,-7.980834198,-23.19827118,-21.1600235,-27.76179199,5.129373932,3.771026993,-21.54909363,-28.64847107
X LM14 L Maximum concavity on anterior of premaxillary,6.522298431,7.102069855,9.006991577,20.28535156,-4.336175537,-5.453414154,-2.824254799,20.55779266,19.95590363,8.234746552,21.44436951,-2.644733047,22.46271362,23.22119446,7.091142273,5.937509537,6.153437042,6.060160828,-2.057687378,7.592012787,-2.834602356,19.33013458,19.53478699,21.38278809,20.3190094,7.91255188,-1.811643791,20.11442871,6.816126251,7.412528229,21.77252045,5.852659607,7.342405701,-4.19717598,19.85287628,4.995880127,5.158839035,5.572713852,-1.363684273,6.985500336,-7.992417908,19.14186401,19.65044556,20.47337341,18.79336853,18.61526337,17.8806015,-6.397404861,-6.151117325,13.48302155,-14.82955475,-17.20149384,-8.326528931,-6.427763367,-5.982561493,-6.118565369,-15.60580902,-6.790300751,-16.46829987,13.06706238,-13.67838287,-7.987606049,12.97086639,-16.04564667,-2.037332535,5.497776413,22.34823151,9.35417099,0.172746646,10.66807327,-15.46257324,-7.837283325,13.83345184,-17.50998688,-15.17342987,-6.258535385,-3.614484787,-6.022825241,-17.87292023,-6.879692078,-6.606167603,-7.370211792,-6.0311306,-5.182748032,10.79880905,13.04821625,-6.274391174,-7.494062805,16.34724426,11.87918854,-14.23999176,-15.89285278,-7.529675293,-6.614520264,-8.444474792,20.69756927,21.43144379,20.93299255,8.570425415,-15.86866455,-7.212226868,5.996281815,-16.80598602,20.38703461,20.28643036,8.033635712,-13.78693848,-5.80557785,20.70123138,5.903705215
Y LM14 L Maximum concavity on anterior of premaxillary,1.493661976,0.810862923,2.607607651,-3.843784714,-0.419449615,-3.890734863,-1.574036884,-5.003305054,-4.572754669,1.621504974,-5.150521851,-0.775007248,-4.430983353,-4.859885788,2.634008026,1.571469879,1.329683781,0.734897089,-2.509392357,1.459590149,-1.515007591,-5.860113525,-5.280387878,-4.611408234,-5.001866531,1.412247658,-2.237032318,-5.963364029,1.12537756,1.045738983,-3.254315186,1.009415245,1.353892517,-3.959261703,-5.088774109,1.436899376,1.709386635,1.71508522,-2.713551712,0.781898499,-6.64656601,-5.135578537,-4.234894943,-3.434892273,-4.578654099,-4.933679581,-4.775200653,-1.0880867,0.458196545,-5.203039932,-5.474658966,-4.663558197,-0.560726118,1.031235981,-0.454847431,-0.384834337,-4.939674377,0.100210226,-4.900307846,-6.928210449,-6.589774323,-3.496053314,-11.4094635,-4.511222839,-2.82518177,1.217776299,-4.283971024,-16.15243225,-11.8747467,-5.302925873,-5.780512238,-0.185281265,-5.888380814,-4.729340744,-4.656151199,-0.563563251,-0.882695675,-1.002153969,-8.225579071,-0.996855259,0.078378123,-0.093610829,-1.574838924,-0.867586231,-5.920846176,-5.950709534,0.544035244,0.749729156,-16.47022705,-6.445844269,-7.771113586,-5.138554764,0.361580777,0.319987869,0.949877071,-4.300400543,-5.156981659,-6.036266708,-5.743849182,-11.52633514,-1.147653294,1.659814644,-5.138801956,-3.847911072,-4.95994873,1.641177368,-18.73583679,-16.5093689,-5.361282349,2.342407608
Z LM14 L Maximum concavity on anterior of premaxillary,-30.03607178,-28.72848206,-31.47507629,-20.0325058,-26.36490479,-29.23934631,-25.06198273,-18.41929932,-19.52436218,-30.13451538,-17.9947403,-25.55245667,-19.28095856,-19.14545746,-30.97909241,-30.03282471,-28.63342896,-29.21482239,-23.61937866,-30.23487549,-25.34618835,-17.77116089,-20.11336975,-18.26972961,-18.67133331,-30.70444641,-23.59135132,-18.21304321,-29.58605347,-28.30966797,-21.24997253,-29.27469482,-30.189151,-28.88479919,-18.00374603,-29.61395264,-30.40358887,-29.22490845,-22.59797516,-28.92904968,-26.47951965,-19.11383667,-20.23080292,-19.60598145,-19.90149384,-19.82796783,-20.45439453,-23.04866791,-24.44673309,-9.046170044,-10.79682617,-10.5291832,-22.21293945,-24.00964508,-24.18241272,-24.0534729,-11.75113525,-23.73141479,-12.57217331,-9.404273224,-9.566779327,-26.88269958,-5.441207123,-11.88335419,-23.3627594,-29.97362976,-20.63747559,-21.42259979,-29.34163513,-9.878186035,-10.36343689,-22.38997955,-9.075944519,-11.8515419,-11.37648926,-22.54852142,-22.47693329,-23.51658478,-10.37907257,-24.72731628,-25.66203308,-24.61434174,-23.1983551,-24.69227295,-9.151542664,-8.292732239,-23.72622986,-23.28037872,-4.14924202,-11.60387344,-11.13995056,-10.66445618,-25.09693451,-24.33456421,-24.66126404,-20.05036163,-18.21732635,-18.15185242,-9.457944489,-10.87554169,-24.207547,-29.11845398,-10.69163895,-20.85939026,-18.92425995,-29.41223145,6.468139648,5.055814362,-19.04945679,-30.88251038
X LM13 R Maximum concavity on anterior of premaxillary,3.962241364,4.632131195,6.238506699,19.84497375,-6.681685638,-3.737227249,-5.348555374,20.5487793,19.82793884,5.989749146,21.22816772,-5.272842789,22.23354034,22.81414185,4.691934586,3.304259109,4.029915237,3.660232925,-4.54428978,4.664151764,-5.507793045,19.15248718,19.16393127,21.57679596,20.46227112,5.09363327,-4.444512177,20.05761871,4.624644852,5.009421539,21.16596222,3.434785843,4.732738113,-2.162360191,19.77472839,3.139491844,2.67100563,3.575457001,-4.177459717,4.64162178,-6.425157166,19.05635834,19.25171967,20.35857391,18.42672119,18.31512146,17.82779083,-7.975364685,-8.013092804,13.39014893,-14.64088745,-17.15941772,-9.784016418,-8.273396301,-7.98290863,-7.880756378,-15.5324707,-8.60690918,-16.30630493,13.06186676,-13.28472137,-6.471138,14.6444519,-15.98918915,-4.525416565,3.029834557,21.81839752,9.678226471,-1.706750488,10.61287155,-15.26589508,-9.470109558,13.79043732,-17.62822571,-15.29677124,-7.730413055,-5.349767685,-7.723408508,-17.34891968,-8.716914368,-8.06272049,-9.07674942,-7.65727005,-7.09948349,10.48892975,13.08877563,-8.152542114,-8.831698608,14.57365875,11.30994797,-14.01570892,-15.92983551,-9.36997757,-8.119425964,-10.11026993,20.43284912,21.30163879,20.82680054,8.58140564,-15.43390045,-8.78354187,3.64962616,-16.88770294,19.7353302,20.0178833,5.504118729,-11.54737625,-3.62355423,20.53882904,3.08615036
